latitude,longitude,postal_fsa,delivery_city,fulfilment_type,total_orders
43.714813,-79.591881,M9W,Etobicoke,"Home Delivery",11
43.715352,-79.585925,M9W,Etobicoke,"In-Store Pickup",11
43.715352,-79.585925,M9W,Etobicoke,"Home Delivery",13
43.715610,-79.585539,M9W,Etobicoke,"In-Store Pickup",12
43.715610,-79.585539,M9W,Etobicoke,"Home Delivery",10
43.715659,-79.593993,M9W,Etobicoke,"In-Store Pickup",9
43.715659,-79.593993,M9W,Etobicoke,"Home Delivery",7
43.715692,-79.585382,M9W,Etobicoke,"In-Store Pickup",9
43.715692,-79.585382,M9W,Etobicoke,"Home Delivery",12
43.715722,-79.589852,M9W,Etobicoke,"In-Store Pickup",6
43.715722,-79.589852,M9W,Etobicoke,"Home Delivery",6
43.715816,-79.587580,M9W,Etobicoke,"In-Store Pickup",5
43.715816,-79.587580,M9W,Etobicoke,"Home Delivery",9
43.715900,-79.584673,M9W,Etobicoke,"In-Store Pickup",12
43.715900,-79.584673,M9W,Etobicoke,"Home Delivery",14
43.715903,-79.590627,M9W,Etobicoke,"In-Store Pickup",10
43.715903,-79.590627,M9W,Etobicoke,"Home Delivery",16
43.715961,-79.588054,M9W,Etobicoke,"In-Store Pickup",16
43.715961,-79.588054,M9W,Etobicoke,"Home Delivery",8
43.716063,-79.585288,M9W,Etobicoke,"In-Store Pickup",9
43.716063,-79.585288,M9W,Etobicoke,"Home Delivery",11
43.716087,-79.586624,M9W,Etobicoke,"In-Store Pickup",7
43.716087,-79.586624,M9W,Etobicoke,"Home Delivery",18
43.716208,-79.586073,M9W,Etobicoke,"In-Store Pickup",10
43.716208,-79.586073,M9W,Etobicoke,"Home Delivery",14
43.716228,-79.590363,M9W,Etobicoke,"In-Store Pickup",23
43.716228,-79.590363,M9W,Etobicoke,"Home Delivery",13
43.716291,-79.587871,M9W,Etobicoke,"In-Store Pickup",7
43.716291,-79.587871,M9W,Etobicoke,"Home Delivery",10
43.716311,-79.591405,M9W,Etobicoke,"In-Store Pickup",15
43.716311,-79.591405,M9W,Etobicoke,"Home Delivery",16
43.716449,-79.587068,M9W,Etobicoke,"In-Store Pickup",7
43.716449,-79.587068,M9W,Etobicoke,"Home Delivery",10
43.716718,-79.588565,M9W,Etobicoke,"In-Store Pickup",15
43.716718,-79.588565,M9W,Etobicoke,"Home Delivery",13
43.716796,-79.592369,M9W,Etobicoke,"In-Store Pickup",5
43.716796,-79.592369,M9W,Etobicoke,"Home Delivery",9
43.716977,-79.590798,M9W,Etobicoke,"In-Store Pickup",10
43.716977,-79.590798,M9W,Etobicoke,"Home Delivery",6
43.717017,-79.591302,M9W,Etobicoke,"In-Store Pickup",18
43.717017,-79.591302,M9W,Etobicoke,"Home Delivery",13
43.717117,-79.586808,M9W,Etobicoke,"In-Store Pickup",9
43.717117,-79.586808,M9W,Etobicoke,"Home Delivery",16
43.717245,-79.588465,M9W,Etobicoke,"In-Store Pickup",11
43.717245,-79.588465,M9W,Etobicoke,"Home Delivery",13
43.717430,-79.592842,M9W,Etobicoke,"In-Store Pickup",12
43.717430,-79.592842,M9W,Etobicoke,"Home Delivery",16
43.717443,-79.587721,M9W,Etobicoke,"In-Store Pickup",8
43.717443,-79.587721,M9W,Etobicoke,"Home Delivery",9
43.717494,-79.591414,M9W,Etobicoke,"In-Store Pickup",10
43.717494,-79.591414,M9W,Etobicoke,"Home Delivery",9
43.717550,-79.592219,M9W,Etobicoke,"In-Store Pickup",11
43.717550,-79.592219,M9W,Etobicoke,"Home Delivery",15
43.717597,-79.587212,M9W,Etobicoke,"In-Store Pickup",15
43.717597,-79.587212,M9W,Etobicoke,"Home Delivery",15
43.717607,-79.587108,M9W,Etobicoke,"In-Store Pickup",7
43.717607,-79.587108,M9W,Etobicoke,"Home Delivery",6
43.717637,-79.592763,M9W,Etobicoke,"In-Store Pickup",12
43.717637,-79.592763,M9W,Etobicoke,"Home Delivery",10
43.717639,-79.592877,M9W,Etobicoke,"In-Store Pickup",18
43.717639,-79.592877,M9W,Etobicoke,"Home Delivery",11
43.717823,-79.584994,M9W,Etobicoke,"In-Store Pickup",9
43.717823,-79.584994,M9W,Etobicoke,"Home Delivery",11
43.717838,-79.586089,M9W,Etobicoke,"In-Store Pickup",10
43.717838,-79.586089,M9W,Etobicoke,"Home Delivery",13
43.718010,-79.589491,M9W,Etobicoke,"In-Store Pickup",12
43.718010,-79.589491,M9W,Etobicoke,"Home Delivery",13
43.718013,-79.588922,M9W,Etobicoke,"In-Store Pickup",17
43.718013,-79.588922,M9W,Etobicoke,"Home Delivery",10
43.718101,-79.589059,M9W,Etobicoke,"In-Store Pickup",12
43.718101,-79.589059,M9W,Etobicoke,"Home Delivery",7
43.718471,-79.590256,M9W,Etobicoke,"In-Store Pickup",7
43.718471,-79.590256,M9W,Etobicoke,"Home Delivery",14
43.718620,-79.592703,M9W,Etobicoke,"In-Store Pickup",8
43.718620,-79.592703,M9W,Etobicoke,"Home Delivery",9
43.718634,-79.586357,M9W,Etobicoke,"In-Store Pickup",10
43.718634,-79.586357,M9W,Etobicoke,"Home Delivery",10
43.718720,-79.592409,M9W,Etobicoke,"In-Store Pickup",12
43.718720,-79.592409,M9W,Etobicoke,"Home Delivery",10
43.718748,-79.588423,M9W,Etobicoke,"In-Store Pickup",9
43.718748,-79.588423,M9W,Etobicoke,"Home Delivery",18
43.796012,-79.321025,M1W,Scarborough,"In-Store Pickup",12
43.796012,-79.321025,M1W,Scarborough,"Home Delivery",11
43.796048,-79.316587,M1W,Scarborough,"In-Store Pickup",12
43.796048,-79.316587,M1W,Scarborough,"Home Delivery",7
43.796082,-79.323130,M1W,Scarborough,"In-Store Pickup",7
43.796082,-79.323130,M1W,Scarborough,"Home Delivery",17
43.796378,-79.317871,M1W,Scarborough,"In-Store Pickup",13
43.796378,-79.317871,M1W,Scarborough,"Home Delivery",17
43.796498,-79.319888,M1W,Scarborough,"In-Store Pickup",13
43.796498,-79.319888,M1W,Scarborough,"Home Delivery",7
43.796626,-79.314702,M1W,Scarborough,"In-Store Pickup",8
43.796626,-79.314702,M1W,Scarborough,"Home Delivery",8
43.796856,-79.320422,M1W,Scarborough,"In-Store Pickup",5
43.796856,-79.320422,M1W,Scarborough,"Home Delivery",12
43.796877,-79.322903,M1W,Scarborough,"In-Store Pickup",17
43.796877,-79.322903,M1W,Scarborough,"Home Delivery",8
43.797013,-79.314795,M1W,Scarborough,"In-Store Pickup",15
43.797013,-79.314795,M1W,Scarborough,"Home Delivery",14
43.797078,-79.315695,M1W,Scarborough,"In-Store Pickup",12
43.797078,-79.315695,M1W,Scarborough,"Home Delivery",9
43.797187,-79.320023,M1W,Scarborough,"In-Store Pickup",9
43.797187,-79.320023,M1W,Scarborough,"Home Delivery",10
43.797436,-79.315579,M1W,Scarborough,"In-Store Pickup",6
43.797436,-79.315579,M1W,Scarborough,"Home Delivery",13
43.797874,-79.315216,M1W,Scarborough,"In-Store Pickup",4
43.797874,-79.315216,M1W,Scarborough,"Home Delivery",17
43.797886,-79.315051,M1W,Scarborough,"In-Store Pickup",14
43.797886,-79.315051,M1W,Scarborough,"Home Delivery",11
43.797932,-79.320287,M1W,Scarborough,"In-Store Pickup",12
43.797932,-79.320287,M1W,Scarborough,"Home Delivery",7
43.798247,-79.314585,M1W,Scarborough,"In-Store Pickup",11
43.798247,-79.314585,M1W,Scarborough,"Home Delivery",9
43.798411,-79.322041,M1W,Scarborough,"In-Store Pickup",11
43.798411,-79.322041,M1W,Scarborough,"Home Delivery",11
43.798439,-79.318070,M1W,Scarborough,"In-Store Pickup",7
43.798439,-79.318070,M1W,Scarborough,"Home Delivery",11
43.798443,-79.316432,M1W,Scarborough,"In-Store Pickup",9
43.798443,-79.316432,M1W,Scarborough,"Home Delivery",14
43.798539,-79.314426,M1W,Scarborough,"In-Store Pickup",14
43.798539,-79.314426,M1W,Scarborough,"Home Delivery",11
43.798699,-79.321972,M1W,Scarborough,"In-Store Pickup",9
43.798699,-79.321972,M1W,Scarborough,"Home Delivery",14
43.798802,-79.320532,M1W,Scarborough,"In-Store Pickup",16
43.798802,-79.320532,M1W,Scarborough,"Home Delivery",8
43.798858,-79.315004,M1W,Scarborough,"In-Store Pickup",9
43.798858,-79.315004,M1W,Scarborough,"Home Delivery",12
43.799176,-79.323762,M1W,Scarborough,"In-Store Pickup",12
43.799176,-79.323762,M1W,Scarborough,"Home Delivery",7
43.799187,-79.317034,M1W,Scarborough,"In-Store Pickup",10
43.799187,-79.317034,M1W,Scarborough,"Home Delivery",10
43.799220,-79.320688,M1W,Scarborough,"In-Store Pickup",9
43.799220,-79.320688,M1W,Scarborough,"Home Delivery",13
43.799264,-79.319904,M1W,Scarborough,"In-Store Pickup",9
43.799264,-79.319904,M1W,Scarborough,"Home Delivery",13
43.799488,-79.323550,M1W,Scarborough,"In-Store Pickup",12
43.799488,-79.323550,M1W,Scarborough,"Home Delivery",11
43.799497,-79.319063,M1W,Scarborough,"In-Store Pickup",7
43.799497,-79.319063,M1W,Scarborough,"Home Delivery",18
43.799551,-79.321205,M1W,Scarborough,"In-Store Pickup",10
43.799551,-79.321205,M1W,Scarborough,"Home Delivery",8
43.799603,-79.317039,M1W,Scarborough,"In-Store Pickup",10
43.799603,-79.317039,M1W,Scarborough,"Home Delivery",19
43.799908,-79.317081,M1W,Scarborough,"In-Store Pickup",10
43.799908,-79.317081,M1W,Scarborough,"Home Delivery",13
43.799934,-79.317488,M1W,Scarborough,"In-Store Pickup",13
43.799934,-79.317488,M1W,Scarborough,"Home Delivery",12
43.799969,-79.316063,M1W,Scarborough,"In-Store Pickup",10
43.799969,-79.316063,M1W,Scarborough,"Home Delivery",11
43.800048,-79.317255,M1W,Scarborough,"In-Store Pickup",11
43.800048,-79.317255,M1W,Scarborough,"Home Delivery",7
43.800077,-79.318208,M1W,Scarborough,"In-Store Pickup",11
43.800077,-79.318208,M1W,Scarborough,"Home Delivery",6
43.800081,-79.320302,M1W,Scarborough,"In-Store Pickup",13
43.800081,-79.320302,M1W,Scarborough,"Home Delivery",8
43.800109,-79.323654,M1W,Scarborough,"In-Store Pickup",8
43.800109,-79.323654,M1W,Scarborough,"Home Delivery",13
43.800297,-79.319392,M1W,Scarborough,"In-Store Pickup",10
43.800297,-79.319392,M1W,Scarborough,"Home Delivery",3
43.800417,-79.316341,M1W,Scarborough,"In-Store Pickup",18
43.800417,-79.316341,M1W,Scarborough,"Home Delivery",11
43.800444,-79.320990,M1W,Scarborough,"In-Store Pickup",13
43.800444,-79.320990,M1W,Scarborough,"Home Delivery",5
43.800521,-79.318019,M1W,Scarborough,"In-Store Pickup",9
43.800521,-79.318019,M1W,Scarborough,"Home Delivery",9
43.800563,-79.323640,M1W,Scarborough,"In-Store Pickup",19
43.800563,-79.323640,M1W,Scarborough,"Home Delivery",14
43.800784,-79.319395,M1W,Scarborough,"In-Store Pickup",12
43.800784,-79.319395,M1W,Scarborough,"Home Delivery",17
43.800803,-79.316242,M1W,Scarborough,"In-Store Pickup",10
43.800803,-79.316242,M1W,Scarborough,"Home Delivery",10
43.800940,-79.314758,M1W,Scarborough,"In-Store Pickup",7
43.800940,-79.314758,M1W,Scarborough,"Home Delivery",15
43.800948,-79.314229,M1W,Scarborough,"In-Store Pickup",7
43.800948,-79.314229,M1W,Scarborough,"Home Delivery",13
43.800960,-79.317629,M1W,Scarborough,"In-Store Pickup",11
43.800960,-79.317629,M1W,Scarborough,"Home Delivery",12
43.801008,-79.320809,M1W,Scarborough,"In-Store Pickup",12
43.801008,-79.320809,M1W,Scarborough,"Home Delivery",9
43.801009,-79.316242,M1W,Scarborough,"In-Store Pickup",16
43.801009,-79.316242,M1W,Scarborough,"Home Delivery",11
43.801045,-79.315243,M1W,Scarborough,"In-Store Pickup",8
43.801045,-79.315243,M1W,Scarborough,"Home Delivery",16
43.801095,-79.317952,M1W,Scarborough,"In-Store Pickup",8
43.801095,-79.317952,M1W,Scarborough,"Home Delivery",6
43.801153,-79.314745,M1W,Scarborough,"In-Store Pickup",8
43.801153,-79.314745,M1W,Scarborough,"Home Delivery",16
43.801218,-79.319630,M1W,Scarborough,"In-Store Pickup",15
43.801218,-79.319630,M1W,Scarborough,"Home Delivery",10
43.801261,-79.321808,M1W,Scarborough,"In-Store Pickup",12
43.801261,-79.321808,M1W,Scarborough,"Home Delivery",19
43.801545,-79.318036,M1W,Scarborough,"In-Store Pickup",9
43.801545,-79.318036,M1W,Scarborough,"Home Delivery",6
43.801547,-79.318870,M1W,Scarborough,"In-Store Pickup",11
43.801547,-79.318870,M1W,Scarborough,"Home Delivery",10
43.801549,-79.316402,M1W,Scarborough,"In-Store Pickup",10
43.801549,-79.316402,M1W,Scarborough,"Home Delivery",14
43.801589,-79.316595,M1W,Scarborough,"In-Store Pickup",11
43.801589,-79.316595,M1W,Scarborough,"Home Delivery",11
43.801909,-79.321293,M1W,Scarborough,"In-Store Pickup",8
43.801909,-79.321293,M1W,Scarborough,"Home Delivery",10
43.802230,-79.315298,M1W,Scarborough,"In-Store Pickup",13
43.802230,-79.315298,M1W,Scarborough,"Home Delivery",10
43.802294,-79.321789,M1W,Scarborough,"In-Store Pickup",11
43.802294,-79.321789,M1W,Scarborough,"Home Delivery",5
43.802340,-79.323300,M1W,Scarborough,"In-Store Pickup",14
43.802340,-79.323300,M1W,Scarborough,"Home Delivery",13
43.802450,-79.319918,M1W,Scarborough,"In-Store Pickup",12
43.802450,-79.319918,M1W,Scarborough,"Home Delivery",10
43.802452,-79.317399,M1W,Scarborough,"In-Store Pickup",14
43.802452,-79.317399,M1W,Scarborough,"Home Delivery",9
43.802704,-79.322501,M1W,Scarborough,"In-Store Pickup",13
43.802704,-79.322501,M1W,Scarborough,"Home Delivery",9
43.802727,-79.314647,M1W,Scarborough,"In-Store Pickup",13
43.802727,-79.314647,M1W,Scarborough,"Home Delivery",8
43.802794,-79.320164,M1W,Scarborough,"In-Store Pickup",14
43.802794,-79.320164,M1W,Scarborough,"Home Delivery",9
43.802874,-79.315575,M1W,Scarborough,"In-Store Pickup",7
43.802874,-79.315575,M1W,Scarborough,"Home Delivery",8
43.802928,-79.317135,M1W,Scarborough,"In-Store Pickup",16
43.802928,-79.317135,M1W,Scarborough,"Home Delivery",14
43.803017,-79.321369,M1W,Scarborough,"In-Store Pickup",15
43.803017,-79.321369,M1W,Scarborough,"Home Delivery",15
43.803133,-79.316047,M1W,Scarborough,"In-Store Pickup",12
43.803133,-79.316047,M1W,Scarborough,"Home Delivery",12
43.803237,-79.323389,M1W,Scarborough,"In-Store Pickup",8
43.803237,-79.323389,M1W,Scarborough,"Home Delivery",11
43.803290,-79.322818,M1W,Scarborough,"In-Store Pickup",7
43.803290,-79.322818,M1W,Scarborough,"Home Delivery",13
43.803304,-79.318634,M1W,Scarborough,"In-Store Pickup",12
43.803304,-79.318634,M1W,Scarborough,"Home Delivery",8
43.803368,-79.320076,M1W,Scarborough,"In-Store Pickup",10
43.803368,-79.320076,M1W,Scarborough,"Home Delivery",12
43.803467,-79.321431,M1W,Scarborough,"In-Store Pickup",10
43.803467,-79.321431,M1W,Scarborough,"Home Delivery",18
43.803723,-79.321705,M1W,Scarborough,"In-Store Pickup",14
43.803723,-79.321705,M1W,Scarborough,"Home Delivery",12
43.803895,-79.316124,M1W,Scarborough,"In-Store Pickup",17
43.803895,-79.316124,M1W,Scarborough,"Home Delivery",10
43.804039,-79.318120,M1W,Scarborough,"In-Store Pickup",7
43.804039,-79.318120,M1W,Scarborough,"Home Delivery",9
43.804081,-79.321474,M1W,Scarborough,"In-Store Pickup",4
43.804081,-79.321474,M1W,Scarborough,"Home Delivery",15
43.804183,-79.319884,M1W,Scarborough,"In-Store Pickup",6
43.804183,-79.319884,M1W,Scarborough,"Home Delivery",7
43.804191,-79.317230,M1W,Scarborough,"In-Store Pickup",17
43.804191,-79.317230,M1W,Scarborough,"Home Delivery",10
43.804261,-79.316812,M1W,Scarborough,"In-Store Pickup",16
43.804261,-79.316812,M1W,Scarborough,"Home Delivery",9
43.804444,-79.317659,M1W,Scarborough,"In-Store Pickup",11
43.804444,-79.317659,M1W,Scarborough,"Home Delivery",10
43.804725,-79.323134,M1W,Scarborough,"In-Store Pickup",7
43.804725,-79.323134,M1W,Scarborough,"Home Delivery",10
43.804978,-79.319541,M1W,Scarborough,"In-Store Pickup",15
43.804978,-79.319541,M1W,Scarborough,"Home Delivery",8
43.805180,-79.320060,M1W,Scarborough,"In-Store Pickup",16
43.805180,-79.320060,M1W,Scarborough,"Home Delivery",13
43.805257,-79.320400,M1W,Scarborough,"In-Store Pickup",13
43.805257,-79.320400,M1W,Scarborough,"Home Delivery",9
43.805392,-79.319072,M1W,Scarborough,"In-Store Pickup",7
43.805392,-79.319072,M1W,Scarborough,"Home Delivery",10
43.805406,-79.323588,M1W,Scarborough,"In-Store Pickup",11
43.805406,-79.323588,M1W,Scarborough,"Home Delivery",15
43.805700,-79.319190,M1W,Scarborough,"In-Store Pickup",8
43.805700,-79.319190,M1W,Scarborough,"Home Delivery",14
43.805774,-79.320636,M1W,Scarborough,"In-Store Pickup",14
43.805774,-79.320636,M1W,Scarborough,"Home Delivery",8
43.805821,-79.322829,M1W,Scarborough,"In-Store Pickup",13
43.805821,-79.322829,M1W,Scarborough,"Home Delivery",13
